TimeStamp,id,Y,X,type,GroupId
2014-6-07 13:00:01,148486,87,48,check-in,
2014-6-07 13:00:02,884972,87,48,check-in,
2014-6-07 13:00:07,73832,24,45,check-in,
2014-6-07 13:00:08,1596977,24,45,check-in,
2014-6-07 13:00:08,594316,15,27,check-in,
2014-6-07 13:00:08,993663,15,27,check-in,
2014-6-07 13:00:09,350693,57,50,check-in,
2014-6-07 13:00:10,1360921,57,50,check-in,
2014-6-07 13:00:10,1836265,57,50,check-in,
2014-6-07 13:00:12,1295204,15,27,check-in,
2014-6-07 13:00:12,398386,44,69,check-in,
2014-6-07 13:00:12,605197,44,69,check-in,
2014-6-07 13:00:12,921389,15,27,check-in,
2014-6-07 13:00:12,984067,44,69,check-in,
2014-6-07 13:00:13,162188,66,16,check-in,
2014-6-07 13:00:13,1991023,15,27,check-in,
2014-6-07 13:00:13,37425,66,16,check-in,
2014-6-07 13:00:14,1336465,56,43,check-in,
2014-6-07 13:00:14,1543463,66,16,check-in,
2014-6-07 13:00:15,1143242,24,45,check-in,
2014-6-07 13:00:15,1462741,59,26,check-in,
2014-6-07 13:00:15,2001961,56,43,check-in,
2014-6-07 13:00:15,242395,66,16,check-in,
2014-6-07 13:00:15,832080,24,45,check-in,
2014-6-07 13:00:15,866580,24,45,check-in,
2014-6-07 13:00:16,1096420,59,26,check-in,
2014-6-07 13:00:16,292402,59,26,check-in,
2014-6-07 13:00:16,556329,68,34,check-in,
2014-6-07 13:00:16,672240,59,26,check-in,
2014-6-07 13:00:17,1885481,68,34,check-in,
2014-6-07 13:00:17,549068,63,87,check-in,
2014-6-07 13:00:18,1014656,90,38,check-in,
2014-6-07 13:00:18,1808866,68,34,check-in,
2014-6-07 13:00:18,2065708,68,34,check-in,
2014-6-07 13:00:18,785278,68,34,check-in,
2014-6-07 13:00:18,880093,90,38,check-in,
2014-6-07 13:00:19,1065547,90,38,check-in,
2014-6-07 13:00:19,1627198,66,28,check-in,
2014-6-07 13:00:20,1258904,44,86,check-in,
2014-6-07 13:00:20,1696753,66,28,check-in,
2014-6-07 13:00:20,2069118,44,86,check-in,
2014-6-07 13:00:20,270344,90,38,check-in,
2014-6-07 13:00:20,337181,11,47,check-in,
2014-6-07 13:00:20,365191,77,81,check-in,
2014-6-07 13:00:21,1523968,11,47,check-in,
2014-6-07 13:00:21,1616474,66,28,check-in,
2014-6-07 13:00:21,304745,44,69,check-in,
2014-6-07 13:00:21,496306,77,81,check-in,
2014-6-07 13:00:21,896061,44,69,check-in,
2014-6-07 13:00:21,942451,77,81,check-in,
2014-6-07 13:00:22,1305893,44,69,check-in,
2014-6-07 13:00:22,1523368,44,69,check-in,
2014-6-07 13:00:22,1694005,11,47,check-in,
2014-6-07 13:00:22,1962454,11,47,check-in,
2014-6-07 13:00:22,2083613,24,45,check-in,
2014-6-07 13:00:22,208719,44,69,check-in,
2014-6-07 13:00:23,1546447,11,47,check-in,
2014-6-07 13:00:23,989326,11,47,check-in,
2014-6-07 13:00:25,1050367,37,42,check-in,
2014-6-07 13:00:25,1243283,37,42,check-in,
2014-6-07 13:00:25,1675114,37,42,check-in,
2014-6-07 13:00:25,1981514,37,42,check-in,
2014-6-07 13:00:26,2679,37,67,check-in,
2014-6-07 13:00:26,348630,37,67,check-in,
2014-6-07 13:00:26,466868,37,42,check-in,
2014-6-07 13:00:27,1406132,37,67,check-in,
2014-6-07 13:00:27,1860467,15,27,check-in,
2014-6-07 13:00:27,1939208,88,76,check-in,
2014-6-07 13:00:28,2000882,37,67,check-in,
2014-6-07 13:00:28,200818,37,67,check-in,
2014-6-07 13:00:28,2070430,37,67,check-in,
2014-6-07 13:00:28,422105,37,67,check-in,
2014-6-07 13:00:28,572516,37,67,check-in,
2014-6-07 13:00:28,580137,37,67,check-in,
2014-6-07 13:00:30,96504,44,69,check-in,
2014-6-07 13:00:32,1334236,81,92,check-in,
2014-6-07 13:00:32,2007515,11,47,check-in,
2014-6-07 13:00:32,2045913,81,92,check-in,
2014-6-07 13:00:32,664389,33,32,check-in,
2014-6-07 13:00:32,704362,81,92,check-in,
2014-6-07 13:00:32,742301,81,92,check-in,
2014-6-07 13:00:32,8129,81,92,check-in,
2014-6-07 13:00:33,1195226,81,92,check-in,
2014-6-07 13:00:33,1308854,77,81,check-in,
2014-6-07 13:00:34,307824,77,81,check-in,
2014-6-07 13:00:34,313742,81,92,check-in,
2014-6-07 13:00:34,67425,77,81,check-in,
2014-6-07 13:00:36,1040124,56,43,check-in,
2014-6-07 13:00:36,1669471,56,43,check-in,
2014-6-07 13:00:36,440437,56,43,check-in,
2014-6-07 13:00:37,1025037,56,43,check-in,
2014-6-07 13:00:39,1210755,43,17,check-in,
2014-6-07 13:00:40,410149,43,17,check-in,
2014-6-07 13:00:45,1951,63,87,check-in,
2014-6-07 13:00:46,1300998,63,87,check-in,
2014-6-07 13:00:46,1622630,63,87,check-in,
2014-6-07 13:00:46,1723967,15,27,check-in,
2014-6-07 13:00:46,202494,63,87,check-in,
2014-6-07 13:00:47,1307739,49,16,check-in,
2014-6-07 13:00:47,1585316,49,16,check-in,
