TimeStamp,id,Y,X,type,GroupId
2014-6-07 11:00:01,1355632,44,69,check-in,
2014-6-07 11:00:01,1946214,44,69,check-in,
2014-6-07 11:00:02,1122884,11,47,check-in,
2014-6-07 11:00:05,115573,59,26,check-in,
2014-6-07 11:00:05,1645462,43,6,check-in,
2014-6-07 11:00:06,1382909,66,16,check-in,
2014-6-07 11:00:06,1511073,66,16,check-in,
2014-6-07 11:00:06,1571283,59,26,check-in,
2014-6-07 11:00:06,159418,44,86,check-in,
2014-6-07 11:00:06,164531,43,6,check-in,
2014-6-07 11:00:06,1656654,66,16,check-in,
2014-6-07 11:00:06,454462,59,26,check-in,
2014-6-07 11:00:06,874447,11,47,check-in,
2014-6-07 11:00:07,1640365,11,47,check-in,
2014-6-07 11:00:07,1689641,44,86,check-in,
2014-6-07 11:00:07,173360,48,78,check-in,
2014-6-07 11:00:07,722802,11,47,check-in,
2014-6-07 11:00:08,137608,90,38,check-in,
2014-6-07 11:00:08,651835,90,38,check-in,
2014-6-07 11:00:08,729373,89,79,check-in,
2014-6-07 11:00:08,770488,48,78,check-in,
2014-6-07 11:00:09,1491187,89,79,check-in,
2014-6-07 11:00:09,154595,90,38,check-in,
2014-6-07 11:00:09,1673133,48,78,check-in,
2014-6-07 11:00:09,1821603,48,78,check-in,
2014-6-07 11:00:09,264848,48,78,check-in,
2014-6-07 11:00:09,454357,48,78,check-in,
2014-6-07 11:00:09,710800,48,78,check-in,
2014-6-07 11:00:09,758110,48,78,check-in,
2014-6-07 11:00:10,1322523,90,38,check-in,
2014-6-07 11:00:10,1971223,90,38,check-in,
2014-6-07 11:00:10,2057828,89,79,check-in,
2014-6-07 11:00:10,386827,90,38,check-in,
2014-6-07 11:00:13,1320651,48,87,check-in,
2014-6-07 11:00:13,1397469,44,69,check-in,
2014-6-07 11:00:15,1325405,24,45,check-in,
2014-6-07 11:00:15,1494148,24,45,check-in,
2014-6-07 11:00:16,1318711,44,86,check-in,
2014-6-07 11:00:16,268856,24,45,check-in,
2014-6-07 11:00:16,367517,24,45,check-in,
2014-6-07 11:00:16,570744,44,86,check-in,
2014-6-07 11:00:17,1348185,44,69,check-in,
2014-6-07 11:00:17,662758,44,86,check-in,
2014-6-07 11:00:18,1792157,44,69,check-in,
2014-6-07 11:00:18,494142,44,69,check-in,
2014-6-07 11:00:18,617404,44,69,check-in,
2014-6-07 11:00:19,1219287,66,16,check-in,
2014-6-07 11:00:19,1284691,66,16,check-in,
2014-6-07 11:00:19,1336706,66,16,check-in,
2014-6-07 11:00:19,388355,66,16,check-in,
2014-6-07 11:00:19,812224,66,16,check-in,
2014-6-07 11:00:20,1069549,11,47,check-in,
2014-6-07 11:00:20,1469401,11,47,check-in,
2014-6-07 11:00:21,1441834,63,87,check-in,
2014-6-07 11:00:21,1465836,11,47,check-in,
2014-6-07 11:00:22,260080,63,87,check-in,
2014-6-07 11:00:23,1489657,43,17,check-in,
