TimeStamp,id,Y,X,type,GroupId
2014-6-06 21:00:10,1576499,63,87,check-in,
2014-6-06 21:00:10,1308356,63,87,check-in,
2014-6-06 21:00:11,637018,44,69,check-in,
2014-6-06 21:00:11,1028085,44,69,check-in,
2014-6-06 21:00:11,1358982,63,87,check-in,
2014-6-06 21:00:12,1020418,44,69,check-in,
2014-6-06 21:00:13,1360715,44,69,check-in,
2014-6-06 21:00:28,835984,37,42,check-in,
2014-6-06 21:00:28,569764,37,42,check-in,
2014-6-06 21:00:28,1400270,37,42,check-in,
2014-6-06 21:00:29,1389673,37,42,check-in,
2014-6-06 21:00:32,1140789,66,16,check-in,
2014-6-06 21:00:33,176423,66,16,check-in,
2014-6-06 21:00:36,1416116,59,26,check-in,
2014-6-06 21:00:48,2075534,48,78,check-in,
2014-6-06 21:00:49,171132,48,78,check-in,
2014-6-06 21:00:55,2060106,15,27,check-in,
2014-6-06 21:00:55,220550,15,27,check-in,
2014-6-06 21:00:55,2093891,15,27,check-in,
2014-6-06 21:00:55,1554678,15,27,check-in,
2014-6-06 21:00:56,1410699,15,27,check-in,
2014-6-06 21:00:57,833129,15,27,check-in,
2014-6-06 21:00:57,1728164,15,27,check-in,
2014-6-06 21:00:57,965076,15,27,check-in,
2014-6-06 21:00:59,1048798,33,32,check-in,
2014-6-06 21:01:00,643918,33,32,check-in,
2014-6-06 21:01:00,918404,33,32,check-in,
2014-6-06 21:01:00,248178,33,32,check-in,
2014-6-06 21:01:06,813863,66,16,check-in,
2014-6-06 21:01:06,408230,66,16,check-in,
2014-6-06 21:01:07,1906865,66,16,check-in,
2014-6-06 21:01:09,238547,48,87,check-in,
2014-6-06 21:01:10,1319602,48,87,check-in,
2014-6-06 21:01:10,302771,48,87,check-in,
2014-6-06 21:01:10,845597,48,87,check-in,
2014-6-06 21:01:10,113536,48,87,check-in,
2014-6-06 21:01:14,1310270,37,42,check-in,
2014-6-06 21:01:14,11053,37,42,check-in,
2014-6-06 21:01:15,637544,37,42,check-in,
2014-6-06 21:01:16,445535,37,42,check-in,
2014-6-06 21:01:17,263011,54,23,check-in,
2014-6-06 21:01:17,267010,54,23,check-in,
2014-6-06 21:01:18,483295,54,23,check-in,
2014-6-06 21:01:18,1533712,54,23,check-in,
2014-6-06 21:01:24,821075,33,32,check-in,
2014-6-06 21:01:24,733140,33,32,check-in,
2014-6-06 21:01:24,38492,33,32,check-in,
2014-6-06 21:01:24,805298,33,32,check-in,
2014-6-06 21:01:24,131876,33,32,check-in,
2014-6-06 21:01:24,1549219,33,32,check-in,
2014-6-06 21:01:24,1508923,33,32,check-in,
2014-6-06 21:01:25,1357973,33,32,check-in,
2014-6-06 21:01:27,2094112,44,86,check-in,
2014-6-06 21:01:28,788576,44,86,check-in,
2014-6-06 21:01:31,1763638,48,78,check-in,
2014-6-06 21:01:32,490718,48,78,check-in,
2014-6-06 21:01:32,1528665,37,78,check-in,
2014-6-06 21:01:32,4828,37,78,check-in,
2014-6-06 21:01:33,1467932,48,78,check-in,
2014-6-06 21:01:33,1607208,48,78,check-in,
2014-6-06 21:01:33,1280868,48,78,check-in,
2014-6-06 21:01:33,205691,37,78,check-in,
2014-6-06 21:01:38,1586378,24,45,check-in,
2014-6-06 21:01:38,591150,24,45,check-in,
2014-6-06 21:01:39,1489451,24,45,check-in,
2014-6-06 21:01:40,1442611,24,45,check-in,
2014-6-06 21:01:40,1954188,24,45,check-in,
2014-6-06 21:01:46,1455873,24,45,check-in,
2014-6-06 21:01:46,204101,24,45,check-in,
2014-6-06 21:01:46,1184365,24,45,check-in,
2014-6-06 21:01:47,1656601,24,45,check-in,
2014-6-06 21:01:48,735424,24,45,check-in,
2014-6-06 21:01:54,1180958,44,86,check-in,
2014-6-06 21:01:54,922325,44,86,check-in,
2014-6-06 21:02:00,1739364,15,27,check-in,
2014-6-06 21:02:00,401428,15,27,check-in,
2014-6-06 21:02:00,1304658,15,27,check-in,
2014-6-06 21:02:00,1127694,15,27,check-in,
2014-6-06 21:02:00,1860181,15,27,check-in,
2014-6-06 21:02:00,1042280,15,27,check-in,
2014-6-06 21:02:00,986021,15,27,check-in,
2014-6-06 21:02:00,1262713,15,27,check-in,
2014-6-06 21:02:01,98371,15,27,check-in,
2014-6-06 21:02:02,764255,15,27,check-in,
2014-6-06 21:02:02,750143,15,27,check-in,
2014-6-06 21:02:02,32672,15,27,check-in,
2014-6-06 21:02:02,912895,15,27,check-in,
2014-6-06 21:02:02,1745223,15,27,check-in,
2014-6-06 21:02:02,218279,15,27,check-in,
2014-6-06 21:02:02,1901680,15,27,check-in,
2014-6-06 21:02:02,1684033,15,27,check-in,
2014-6-06 21:02:02,1494697,15,27,check-in,
2014-6-06 21:02:02,1837146,15,27,check-in,
2014-6-06 21:02:02,1497676,15,27,check-in,
2014-6-06 21:02:02,209832,15,27,check-in,
2014-6-06 21:02:02,140461,15,27,check-in,
2014-6-06 21:02:02,300315,15,27,check-in,
2014-6-06 21:02:02,534277,15,27,check-in,
2014-6-06 21:02:02,393354,15,27,check-in,
2014-6-06 21:02:02,190992,15,27,check-in,
2014-6-06 21:02:02,1773283,15,27,check-in,
2014-6-06 21:02:02,1435805,15,27,check-in,
2014-6-06 21:02:02,203445,15,27,check-in,
2014-6-06 21:02:02,1172390,15,27,check-in,
2014-6-06 21:02:02,682629,15,27,check-in,
2014-6-06 21:02:02,1932220,15,27,check-in,
2014-6-06 21:02:02,1284436,15,27,check-in,
2014-6-06 21:02:02,804851,15,27,check-in,
2014-6-06 21:02:02,1919714,15,27,check-in,
2014-6-06 21:02:02,538957,15,27,check-in,
2014-6-06 21:02:02,1093721,15,27,check-in,
2014-6-06 21:02:02,125303,15,27,check-in,
2014-6-06 21:02:02,173102,15,27,check-in,
2014-6-06 21:02:02,977669,15,27,check-in,
2014-6-06 21:02:02,868659,15,27,check-in,
2014-6-06 21:02:02,1578523,15,27,check-in,
2014-6-06 21:02:02,1836075,15,27,check-in,
2014-6-06 21:02:03,1509340,37,78,check-in,
2014-6-06 21:02:04,1944302,37,78,check-in,
2014-6-06 21:02:04,1397469,15,27,check-in,
2014-6-06 21:02:08,1618745,44,69,check-in,
2014-6-06 21:02:09,333252,44,69,check-in,
2014-6-06 21:02:10,1452427,44,69,check-in,
2014-6-06 21:02:10,630587,44,69,check-in,
2014-6-06 21:02:15,714084,33,32,check-in,
2014-6-06 21:02:15,1870869,33,32,check-in,
2014-6-06 21:02:16,1199860,33,32,check-in,
2014-6-06 21:02:24,1369240,11,47,check-in,
2014-6-06 21:02:25,1946929,90,38,check-in,
2014-6-06 21:02:25,1390240,90,38,check-in,
2014-6-06 21:02:25,2066168,90,38,check-in,
2014-6-06 21:02:25,1635641,11,47,check-in,
2014-6-06 21:02:25,923760,11,47,check-in,
2014-6-06 21:02:28,130895,37,67,check-in,
2014-6-06 21:02:28,404212,37,67,check-in,
