TimeStamp,id,Y,X,type,GroupId
2014-6-06 17:00:06,810887,68,34,check-in,
2014-6-06 17:00:06,1547652,68,34,check-in,
2014-6-06 17:00:07,1138420,63,87,check-in,
2014-6-06 17:00:07,258967,63,87,check-in,
2014-6-06 17:00:07,1417243,63,87,check-in,
2014-6-06 17:00:07,83376,63,87,check-in,
2014-6-06 17:00:07,1539142,37,60,check-in,
2014-6-06 17:00:07,598194,37,60,check-in,
2014-6-06 17:00:08,2052043,63,87,check-in,
2014-6-06 17:00:08,1749109,63,87,check-in,
2014-6-06 17:00:08,1040142,63,87,check-in,
2014-6-06 17:00:08,405279,63,87,check-in,
2014-6-06 17:00:08,925094,37,60,check-in,
2014-6-06 17:00:08,2059961,11,47,check-in,
2014-6-06 17:00:09,643918,54,23,check-in,
2014-6-06 17:00:09,33417,63,87,check-in,
2014-6-06 17:00:09,1485450,63,87,check-in,
2014-6-06 17:00:09,1499959,63,87,check-in,
2014-6-06 17:00:09,1615550,63,87,check-in,
2014-6-06 17:00:09,2042540,63,87,check-in,
2014-6-06 17:00:09,1168815,63,87,check-in,
2014-6-06 17:00:10,2082974,81,87,check-in,
2014-6-06 17:00:10,1238170,81,87,check-in,
2014-6-06 17:00:10,1081674,81,87,check-in,
2014-6-06 17:00:10,1048798,54,23,check-in,
2014-6-06 17:00:11,1293978,81,87,check-in,
2014-6-06 17:00:11,918404,54,23,check-in,
2014-6-06 17:00:11,248178,54,23,check-in,
2014-6-06 17:00:14,1881823,15,27,check-in,
2014-6-06 17:00:14,374745,15,27,check-in,
2014-6-06 17:00:14,1090219,44,69,check-in,
2014-6-06 17:00:14,1801335,44,69,check-in,
2014-6-06 17:00:14,1235878,44,69,check-in,
2014-6-06 17:00:15,856590,44,69,check-in,
2014-6-06 17:00:15,897556,44,69,check-in,
2014-6-06 17:00:15,1943228,44,69,check-in,
2014-6-06 17:00:15,1862567,44,69,check-in,
2014-6-06 17:00:15,1414966,44,69,check-in,
2014-6-06 17:00:15,73216,15,27,check-in,
2014-6-06 17:00:15,455752,15,27,check-in,
2014-6-06 17:00:16,1109689,15,27,check-in,
2014-6-06 17:00:18,1520446,15,27,check-in,
2014-6-06 17:00:18,1594431,89,79,check-in,
2014-6-06 17:00:18,266349,89,79,check-in,
2014-6-06 17:00:18,10019,89,79,check-in,
2014-6-06 17:00:18,1786015,89,79,check-in,
2014-6-06 17:00:18,1152246,89,79,check-in,
2014-6-06 17:00:18,1312277,89,79,check-in,
2014-6-06 17:00:19,773058,49,16,check-in,
2014-6-06 17:00:19,232689,49,16,check-in,
2014-6-06 17:00:19,1763807,89,79,check-in,
2014-6-06 17:00:20,1049061,89,79,check-in,
2014-6-06 17:00:20,1941455,89,79,check-in,
2014-6-06 17:00:20,186726,49,16,check-in,
2014-6-06 17:00:22,73832,44,86,check-in,
2014-6-06 17:00:22,959272,81,92,check-in,
2014-6-06 17:00:22,1736872,81,92,check-in,
2014-6-06 17:00:23,372482,37,42,check-in,
2014-6-06 17:00:23,1725488,37,42,check-in,
2014-6-06 17:00:23,1288335,81,92,check-in,
2014-6-06 17:00:23,1596977,44,86,check-in,
2014-6-06 17:00:24,1382854,81,92,check-in,
2014-6-06 17:00:24,295558,37,42,check-in,
2014-6-06 17:00:24,600044,44,69,check-in,
2014-6-06 17:00:26,331284,37,42,check-in,
2014-6-06 17:00:26,2065364,37,42,check-in,
2014-6-06 17:00:26,1185012,37,42,check-in,
2014-6-06 17:00:27,135051,77,81,check-in,
2014-6-06 17:00:28,579897,77,81,check-in,
2014-6-06 17:00:28,1134427,77,81,check-in,
2014-6-06 17:00:28,1223310,37,78,check-in,
2014-6-06 17:00:29,1394901,37,60,check-in,
2014-6-06 17:00:29,265730,37,42,check-in,
2014-6-06 17:00:29,1773176,77,81,check-in,
2014-6-06 17:00:29,1267918,37,78,check-in,
2014-6-06 17:00:30,580785,37,78,check-in,
2014-6-06 17:00:30,1143856,37,78,check-in,
2014-6-06 17:00:30,838917,37,78,check-in,
2014-6-06 17:00:30,1537207,37,78,check-in,
2014-6-06 17:00:30,1496683,37,42,check-in,
2014-6-06 17:00:30,1856019,37,60,check-in,
2014-6-06 17:00:30,595511,37,60,check-in,
2014-6-06 17:00:32,132781,43,17,check-in,
2014-6-06 17:00:32,1286289,43,17,check-in,
2014-6-06 17:00:32,805435,43,17,check-in,
2014-6-06 17:00:37,532424,54,23,check-in,
2014-6-06 17:00:37,2017643,54,23,check-in,
2014-6-06 17:00:37,419467,54,23,check-in,
2014-6-06 17:00:38,1469128,54,23,check-in,
2014-6-06 17:00:41,1870869,78,43,check-in,
2014-6-06 17:00:42,1199860,78,43,check-in,
2014-6-06 17:00:42,714084,78,43,check-in,
2014-6-06 17:00:44,1394394,68,34,check-in,
2014-6-06 17:00:44,1182208,11,47,check-in,
2014-6-06 17:00:45,1690685,33,32,check-in,
2014-6-06 17:00:46,629048,33,32,check-in,
2014-6-06 17:00:46,1797150,33,32,check-in,
2014-6-06 17:00:46,1486047,33,32,check-in,
2014-6-06 17:00:46,370579,43,17,check-in,
2014-6-06 17:00:46,1967769,44,69,check-in,
2014-6-06 17:00:46,444761,44,69,check-in,
2014-6-06 17:00:47,810123,44,69,check-in,
2014-6-06 17:00:47,1943386,43,17,check-in,
2014-6-06 17:00:47,15715,43,17,check-in,
2014-6-06 17:00:47,1446356,66,28,check-in,
2014-6-06 17:00:47,1108483,66,28,check-in,
2014-6-06 17:00:47,174974,66,28,check-in,
2014-6-06 17:00:47,504300,66,28,check-in,
2014-6-06 17:00:48,530908,44,69,check-in,
2014-6-06 17:00:48,286210,44,69,check-in,
2014-6-06 17:00:48,856067,44,69,check-in,
2014-6-06 17:00:48,1381640,44,69,check-in,
2014-6-06 17:00:48,1643467,44,69,check-in,
2014-6-06 17:00:48,1849623,43,17,check-in,
2014-6-06 17:00:48,6534,66,28,check-in,
2014-6-06 17:00:48,21665,66,28,check-in,
2014-6-06 17:00:48,755822,66,28,check-in,
2014-6-06 17:00:48,1076477,66,28,check-in,
2014-6-06 17:00:48,986349,66,28,check-in,
2014-6-06 17:00:48,1480703,66,28,check-in,
2014-6-06 17:00:49,757845,66,28,check-in,
2014-6-06 17:00:50,1549439,66,28,check-in,
2014-6-06 17:00:50,6110,66,28,check-in,
2014-6-06 17:00:53,2090691,54,23,check-in,
2014-6-06 17:00:53,203184,54,23,check-in,
2014-6-06 17:00:55,2005820,56,43,check-in,
2014-6-06 17:00:55,1987241,56,43,check-in,
2014-6-06 17:00:55,1668984,56,43,check-in,
2014-6-06 17:00:56,565351,56,43,check-in,
2014-6-06 17:00:56,638964,11,47,check-in,
