TimeStamp,id,Y,X,type,GroupId
2014-6-06 15:00:02,919935,43,17,check-in,
2014-6-06 15:00:02,196239,43,17,check-in,
2014-6-06 15:00:03,973062,43,17,check-in,
2014-6-06 15:00:03,213290,43,17,check-in,
2014-6-06 15:00:03,1912012,67,17,check-in,
2014-6-06 15:00:03,1399755,67,17,check-in,
2014-6-06 15:00:03,273492,67,17,check-in,
2014-6-06 15:00:03,1425469,67,17,check-in,
2014-6-06 15:00:04,1514680,67,17,check-in,
2014-6-06 15:00:04,1427875,67,17,check-in,
2014-6-06 15:00:04,1432187,67,17,check-in,
2014-6-06 15:00:08,1083263,90,38,check-in,
2014-6-06 15:00:08,1696430,90,38,check-in,
2014-6-06 15:00:08,1414174,90,38,check-in,
2014-6-06 15:00:08,1658699,48,78,check-in,
2014-6-06 15:00:09,1731552,48,78,check-in,
2014-6-06 15:00:15,2040718,66,16,check-in,
2014-6-06 15:00:16,1331768,66,16,check-in,
2014-6-06 15:00:16,487106,66,16,check-in,
2014-6-06 15:00:16,1656259,66,16,check-in,
2014-6-06 15:00:16,847132,66,16,check-in,
2014-6-06 15:00:16,1064898,66,16,check-in,
2014-6-06 15:00:16,427544,66,16,check-in,
2014-6-06 15:00:16,669970,59,26,check-in,
2014-6-06 15:00:16,1520987,59,26,check-in,
2014-6-06 15:00:17,239673,59,26,check-in,
2014-6-06 15:00:17,1999088,59,26,check-in,
2014-6-06 15:00:20,1767836,24,45,check-in,
2014-6-06 15:00:24,1477256,86,85,check-in,
2014-6-06 15:00:24,91182,86,85,check-in,
2014-6-06 15:00:25,1451127,86,85,check-in,
2014-6-06 15:00:26,1959437,86,85,check-in,
2014-6-06 15:00:26,1611141,86,85,check-in,
2014-6-06 15:00:29,557868,48,78,check-in,
2014-6-06 15:00:30,1185685,48,78,check-in,
2014-6-06 15:00:33,1667330,84,73,check-in,
2014-6-06 15:00:33,975680,84,73,check-in,
2014-6-06 15:00:34,173232,84,73,check-in,
2014-6-06 15:00:34,1494146,84,73,check-in,
2014-6-06 15:00:34,596157,11,47,check-in,
2014-6-06 15:00:34,1566005,11,47,check-in,
2014-6-06 15:00:34,1027276,11,47,check-in,
2014-6-06 15:00:34,1104264,11,47,check-in,
2014-6-06 15:00:39,1099345,15,27,check-in,
2014-6-06 15:00:39,1629394,43,17,check-in,
2014-6-06 15:00:40,1776141,15,27,check-in,
2014-6-06 15:00:40,1313613,43,17,check-in,
2014-6-06 15:00:40,944133,43,17,check-in,
2014-6-06 15:00:43,1255453,49,16,check-in,
2014-6-06 15:00:43,1639202,49,16,check-in,
2014-6-06 15:00:43,636911,49,16,check-in,
2014-6-06 15:00:43,1991646,49,16,check-in,
2014-6-06 15:00:43,1687983,49,16,check-in,
2014-6-06 15:00:43,897257,49,16,check-in,
2014-6-06 15:00:43,2079003,78,43,check-in,
2014-6-06 15:00:43,459445,78,43,check-in,
2014-6-06 15:00:43,2035914,78,43,check-in,
2014-6-06 15:00:43,697057,78,43,check-in,
2014-6-06 15:00:44,682679,49,16,check-in,
2014-6-06 15:00:44,1813380,78,43,check-in,
2014-6-06 15:00:51,461118,37,78,check-in,
2014-6-06 15:00:51,1590133,37,78,check-in,
2014-6-06 15:00:52,749491,37,78,check-in,
2014-6-06 15:00:52,823913,22,76,check-in,
2014-6-06 15:00:52,769381,22,76,check-in,
2014-6-06 15:00:52,1607944,22,76,check-in,
2014-6-06 15:00:52,549003,22,76,check-in,
2014-6-06 15:00:52,864019,22,76,check-in,
