TimeStamp,id,Y,X,type,GroupId
2014-6-08 11:00:02,213764,56,43,check-in,
2014-6-08 11:00:02,375148,77,81,check-in,
2014-6-08 11:00:02,928330,67,17,check-in,
2014-6-08 11:00:03,1068186,77,81,check-in,
2014-6-08 11:00:03,1321386,56,43,check-in,
2014-6-08 11:00:03,1328587,77,81,check-in,
2014-6-08 11:00:03,1639148,59,26,check-in,
2014-6-08 11:00:03,251150,77,81,check-in,
2014-6-08 11:00:04,1713815,44,86,check-in,
2014-6-08 11:00:04,1822890,59,26,check-in,
2014-6-08 11:00:04,246199,43,17,check-in,
2014-6-08 11:00:05,1713869,24,45,check-in,
2014-6-08 11:00:06,1237523,15,27,check-in,
2014-6-08 11:00:06,2048712,15,27,check-in,
2014-6-08 11:00:06,732739,15,27,check-in,
2014-6-08 11:00:08,1296858,15,27,check-in,
2014-6-08 11:00:08,149853,15,27,check-in,
2014-6-08 11:00:08,167417,24,45,check-in,
2014-6-08 11:00:08,1715217,15,27,check-in,
2014-6-08 11:00:08,379679,15,27,check-in,
2014-6-08 11:00:08,528981,15,27,check-in,
2014-6-08 11:00:08,559418,15,27,check-in,
2014-6-08 11:00:08,744017,15,27,check-in,
2014-6-08 11:00:09,139452,11,47,check-in,
2014-6-08 11:00:09,1790391,15,27,check-in,
2014-6-08 11:00:09,1914254,48,78,check-in,
2014-6-08 11:00:09,575013,11,47,check-in,
2014-6-08 11:00:10,1217359,15,27,check-in,
2014-6-08 11:00:10,142392,15,27,check-in,
2014-6-08 11:00:10,1855710,43,6,check-in,
2014-6-08 11:00:10,206379,15,27,check-in,
2014-6-08 11:00:10,773932,15,27,check-in,
2014-6-08 11:00:11,973038,15,27,check-in,
2014-6-08 11:00:12,731574,15,27,check-in,
2014-6-08 11:00:13,1796810,43,6,check-in,
2014-6-08 11:00:13,667990,48,78,check-in,
2014-6-08 11:00:14,1033825,44,69,check-in,
2014-6-08 11:00:14,1165390,44,69,check-in,
2014-6-08 11:00:14,1468523,48,78,check-in,
2014-6-08 11:00:14,1470665,44,69,check-in,
2014-6-08 11:00:14,1618257,63,87,check-in,
2014-6-08 11:00:14,1747940,44,69,check-in,
2014-6-08 11:00:14,1810761,44,69,check-in,
2014-6-08 11:00:14,315683,44,69,check-in,
2014-6-08 11:00:14,858748,44,69,check-in,
2014-6-08 11:00:14,935851,44,69,check-in,
2014-6-08 11:00:15,1015718,43,6,check-in,
2014-6-08 11:00:15,1717998,37,60,check-in,
2014-6-08 11:00:15,1817483,37,60,check-in,
2014-6-08 11:00:15,1929446,37,60,check-in,
2014-6-08 11:00:15,2096426,37,60,check-in,
2014-6-08 11:00:15,258343,63,87,check-in,
2014-6-08 11:00:15,591023,37,60,check-in,
2014-6-08 11:00:15,682565,37,60,check-in,
2014-6-08 11:00:15,7554,43,6,check-in,
2014-6-08 11:00:15,839555,44,69,check-in,
2014-6-08 11:00:16,1010658,77,81,check-in,
2014-6-08 11:00:16,1421406,87,79,check-in,
2014-6-08 11:00:16,1484697,87,79,check-in,
2014-6-08 11:00:16,1609012,37,60,check-in,
2014-6-08 11:00:16,212756,87,79,check-in,
2014-6-08 11:00:16,243754,63,87,check-in,
2014-6-08 11:00:16,409137,90,38,check-in,
2014-6-08 11:00:16,71472,56,43,check-in,
2014-6-08 11:00:17,1440397,87,79,check-in,
2014-6-08 11:00:17,1956928,90,38,check-in,
2014-6-08 11:00:17,1990829,43,6,check-in,
2014-6-08 11:00:17,237750,87,79,check-in,
2014-6-08 11:00:17,786972,87,79,check-in,
2014-6-08 11:00:18,1111880,43,6,check-in,
2014-6-08 11:00:18,1524632,90,38,check-in,
2014-6-08 11:00:18,1857947,90,38,check-in,
2014-6-08 11:00:18,232274,78,43,check-in,
2014-6-08 11:00:19,1923055,81,87,check-in,
2014-6-08 11:00:19,326406,43,6,check-in,
2014-6-08 11:00:19,403407,43,6,check-in,
2014-6-08 11:00:19,894080,11,47,check-in,
2014-6-08 11:00:20,499838,59,26,check-in,
2014-6-08 11:00:21,344558,59,26,check-in,
2014-6-08 11:00:23,1394901,11,47,check-in,
2014-6-08 11:00:23,1634,37,60,check-in,
2014-6-08 11:00:23,648793,37,60,check-in,
2014-6-08 11:00:25,1063750,44,86,check-in,
2014-6-08 11:00:26,1157521,37,67,check-in,
2014-6-08 11:00:26,1363420,37,67,check-in,
2014-6-08 11:00:26,1758039,56,43,check-in,
2014-6-08 11:00:26,561717,56,43,check-in,
2014-6-08 11:00:27,1080888,37,67,check-in,
2014-6-08 11:00:27,1359790,56,43,check-in,
2014-6-08 11:00:28,1348185,37,42,check-in,
2014-6-08 11:00:28,1808503,37,67,check-in,
2014-6-08 11:00:28,2073230,56,43,check-in,
2014-6-08 11:00:28,339461,63,87,check-in,
2014-6-08 11:00:28,494142,37,42,check-in,
2014-6-08 11:00:28,617404,37,42,check-in,
2014-6-08 11:00:29,1264207,43,6,check-in,
2014-6-08 11:00:29,1571576,43,6,check-in,
2014-6-08 11:00:29,1792157,37,42,check-in,
2014-6-08 11:00:29,748070,43,6,check-in,
2014-6-08 11:00:30,949321,43,6,check-in,
2014-6-08 11:00:32,733475,68,34,check-in,
2014-6-08 11:00:33,1109124,15,27,check-in,
2014-6-08 11:00:35,1554087,68,34,check-in,
2014-6-08 11:00:36,1283631,68,34,check-in,
2014-6-08 11:00:36,660551,68,34,check-in,
2014-6-08 11:00:38,1154170,59,26,check-in,
2014-6-08 11:00:39,1113108,59,26,check-in,
2014-6-08 11:00:39,1142377,59,26,check-in,
2014-6-08 11:00:39,200414,59,26,check-in,
2014-6-08 11:00:39,280620,59,26,check-in,
2014-6-08 11:00:39,559328,48,78,check-in,
2014-6-08 11:00:40,49352,48,78,check-in,
2014-6-08 11:00:41,1204547,48,78,check-in,
2014-6-08 11:00:41,56611,90,38,check-in,
2014-6-08 11:00:42,1865549,81,92,check-in,
